ticket_id,date,customer_tier,subject,description,status,resolution
T-0158,2024-02-18,Enterprise,Auto-scaling not triggering scale-out,CPU consistently above 80% but scaling group is not adding VMs.,resolved,Scaling policy evaluation window was 30 minutes. Lowered to 5 minutes. Scale-out now triggers correctly.
T-0159,2024-03-19,Pro,Cannot delete VM - shows error,Attempting to delete VM results in 'resource in use' error.,resolved,"VM had an attached floating IP. Detached floating IP first, then deleted VM successfully."
T-0160,2024-04-20,Enterprise,API rate limit hit unexpectedly,Application receiving 429 responses from Nirvana API during peak hours.,resolved,Application was polling VM status every second. Switched to webhook events. Rate limit no longer hit.
T-0161,2024-05-21,Free,Windows VM cannot activate,Windows Server VM showing activation error after launch.,escalated,Nirvana uses KMS activation on an internal server. Configured Windows KMS client key and pointed to internal KMS.
T-0162,2024-06-22,Pro,Requesting P1 escalation for production outage,Production system is completely down. 3 customers affected. Revenue impact.,escalated,Escalated to Tier 4 engineering. Root cause: network switch failure in rack. VMs live-migrated. Resolved in 30 minutes.
T-0163,2024-07-23,Free,Data transfer between regions charged unexpectedly,Expected cross-region transfer to be free but being charged $0.02/GB.,resolved,Cross-region transfer is $0.02/GB per pricing policy. Advised using object storage replication for bulk transfers.
T-0164,2024-08-24,Enterprise,Cannot enable IPv6 on existing VPC,Option to enable IPv6 is greyed out on an existing VPC.,escalated,IPv6 can only be enabled on VPCs created after June 2024. Guided customer to create a new VPC with IPv6 enabled.
T-0165,2024-09-25,Free,Cannot log in after password reset,Customer reset password but login still fails with invalid credentials error.,resolved,Cleared auth cache and guided customer to log in via incognito window. Resolved.
T-0166,2024-10-26,Free,VM stuck in Pending state,Launched a gpu-medium instance in us-east-1; still shows Pending after 20 minutes.,resolved,Capacity was temporarily exhausted in us-east-1. VM launched after manual intervention by ops team.
T-0167,2024-11-27,Pro,SSH connection refused on port 22,Cannot SSH into VM after reboot. Getting 'Connection refused' on port 22.,escalated,Firewall rule for TCP 22 was inadvertently removed. Added rule back via dashboard.
T-0168,2024-12-28,Pro,Volume not mounting after VM reboot,Attached volume /dev/vdb disappears after VM restart. Need to remount manually each time.,resolved,"Added persistent mount entry to /etc/fstab: /dev/vdb /data ext4 defaults,nofail 0 2"
T-0169,2024-01-01,Free,Account locked after failed login attempts,Customer locked out after 5 failed login attempts. Cannot reset password via email.,escalated,Unlocked account manually. Guided customer through password reset and 2FA setup.
T-0170,2024-02-02,Business,High outbound data transfer charges,Monthly bill is 5x higher than expected. Suspecting unexpected data transfer fees.,escalated,Found misconfigured backup job sending 2TB/day to S3-compatible endpoint. Fixed job config.
T-0171,2024-03-03,Business,GPU instance VRAM lower than spec,gpu-small shows 14GB VRAM instead of 16GB as advertised.,escalated,1.5GB is reserved per GPU for ECC error correction. Documentation updated to clarify.
T-0172,2024-04-04,Enterprise,Snapshot restore failed,Attempting to restore snapshot snap_1297 results in 'Restore failed' error.,open,
T-0173,2024-05-05,Business,Cannot connect to VM after firewall rule change,Added a new firewall rule to restrict SSH. Now locked out completely.,resolved,Accessed VM via console and corrected firewall rules. Added a 'allow from admin IP' rule.
T-0174,2024-06-06,Business,VM paused unexpectedly on free tier,Free tier VM paused without warning after 24 days of activity.,open,
T-0175,2024-07-07,Free,Payment method declined,Credit card is being declined on payment form even though card is valid.,open,
T-0176,2024-08-08,Enterprise,Slow disk I/O on Standard SSD volume,Database queries taking 3x longer than expected. Disk throughput appears throttled.,resolved,Standard SSD burst credits were exhausted. Upgraded customer to Performance SSD volume.
T-0177,2024-09-09,Free,"MFA device lost, cannot log in",Lost phone with authenticator app. Cannot use backup codes (also lost).,resolved,Verified identity via out-of-band process. Disabled MFA. Customer re-enrolled on new device.
T-0178,2024-10-10,Pro,Kubernetes node not joining cluster,Added new node pool to NKS cluster. Nodes stay in NotReady state.,open,
T-0179,2024-11-11,Free,Object storage bucket returns 403,S3-compatible API returns 403 Forbidden on all GET requests to bucket.,escalated,Bucket ACL was set to private. Customer updated bucket policy to allow their service account.
T-0180,2024-12-12,Pro,Load balancer health check failing,Backend VMs are healthy but load balancer shows them as unhealthy.,resolved,Health check path was /healthz but app serves /health. Updated health check path in LB config.
T-0181,2024-01-13,Pro,Cannot resize VM - option greyed out,Resize option is greyed out in the dashboard for running VM.,resolved,VM must be stopped before resizing. Guided customer through stop → resize → start workflow.
T-0182,2024-02-14,Free,Terraform provider authentication error,Terraform apply fails with: 'invalid API key' even though key is correct.,resolved,API key had trailing newline in the environment variable. Fixed with: export NIRVANA_API_KEY=$(cat key.txt | tr -d '\n')
T-0183,2024-03-15,Enterprise,DNS record not propagating,Updated A record 20 hours ago but domain still resolves to old IP.,resolved,Old TTL of 86400s was still in effect. Had to wait for TTL expiry. Lowered TTL to 300s going forward.
T-0184,2024-04-16,Free,Requesting refund for unused subscription,Customer cancelled service and wants a prorated refund for 26 unused days.,resolved,"Per refund policy, prorated refund issued for unused days. Credit applied to payment method."
T-0185,2024-05-17,Business,VPN tunnel keeps dropping,Site-to-site VPN tunnel disconnects every 15 minutes. IKEv2 session expires.,resolved,IKE lifetime mismatch between Nirvana and customer router. Aligned to 28800s / 3600s. Stable since.
T-0186,2024-06-18,Free,Container image push fails with 401,Docker push to Nirvana Container Registry fails with 'unauthorized' error.,resolved,API key used for auth had expired. Generated new key and re-ran 'docker login'.
T-0187,2024-07-19,Business,High CPU alert not triggering,CPU has been at 100% for 20 minutes but no alert was received.,open,
T-0188,2024-08-20,Business,Invoice shows incorrect company name,Company name on invoice is Nirvana Inc. instead of the legal entity name.,open,
T-0189,2024-09-21,Pro,SSH key rejected on existing VM,Added new SSH public key in settings but cannot log in with it on existing VM.,resolved,SSH keys must be associated at VM creation time. Guided customer to create snapshot and relaunch.
T-0190,2024-10-22,Enterprise,Spot instance interrupted during training,ML training job interrupted due to spot instance reclamation. Lost 4 hours of progress.,resolved,Advised enabling checkpointing every 30 minutes and using a persistent volume for checkpoints.
T-0191,2024-11-23,Free,Network latency between VMs is high,Ping between two VMs in same region is 80ms. Expected <5ms.,resolved,VMs were in different physical availability zones. Live-migrated one VM. Latency now <1ms.
T-0192,2024-12-24,Pro,Webhook not receiving events,Configured webhook endpoint but not receiving any events after 5 hours.,open,
T-0193,2024-01-25,Business,Outbound email from VM being rejected,Emails sent from VM on port 25 are rejected by receiving mail servers.,resolved,Port 25 is blocked by default. Customer switched to port 587 (SMTP submission) via SendGrid relay.
T-0194,2024-02-26,Enterprise,Kubernetes PVC stuck in Pending,PersistentVolumeClaim stays Pending. Pod cannot schedule.,resolved,StorageClass was not set to 'nirvana-block'. Updated PVC manifest with correct storageClassName.
T-0195,2024-03-27,Free,Free tier credit not applied,Account shows $0 credits despite signing up within trial period.,escalated,Credit promotion code was not entered at signup. Applied credit manually after verification.
T-0196,2024-04-28,Enterprise,SSO login loop,"After configuring SAML SSO, login redirects in a loop without completing.",resolved,ACS URL in IdP config had a trailing slash mismatch. Corrected URL. SSO working correctly.
T-0197,2024-05-01,Free,VM shows wrong timezone,System clock on VM is off by 7 hours. Services logging in wrong timezone.,resolved,Guided customer to set timezone: timedatectl set-timezone UTC. Advised using UTC for all servers.
T-0198,2024-06-02,Free,Object storage upload times out for large files,Uploading files over 10GB times out partway through.,resolved,Switched to multipart upload (aws s3 cp with default multipart threshold). Upload completed successfully.
T-0199,2024-07-03,Free,Auto-scaling not triggering scale-out,CPU consistently above 80% but scaling group is not adding VMs.,escalated,Scaling policy evaluation window was 30 minutes. Lowered to 5 minutes. Scale-out now triggers correctly.
T-0200,2024-08-04,Business,Cannot delete VM - shows error,Attempting to delete VM results in 'resource in use' error.,open,
T-0201,2024-09-05,Free,API rate limit hit unexpectedly,Application receiving 429 responses from Nirvana API during peak hours.,resolved,Application was polling VM status every second. Switched to webhook events. Rate limit no longer hit.
T-0202,2024-10-06,Free,Windows VM cannot activate,Windows Server VM showing activation error after launch.,resolved,Nirvana uses KMS activation on an internal server. Configured Windows KMS client key and pointed to internal KMS.
T-0203,2024-11-07,Enterprise,Requesting P1 escalation for production outage,Production system is completely down. 5 customers affected. Revenue impact.,open,
T-0204,2024-12-08,Free,Data transfer between regions charged unexpectedly,Expected cross-region transfer to be free but being charged $0.02/GB.,resolved,Cross-region transfer is $0.02/GB per pricing policy. Advised using object storage replication for bulk transfers.
T-0205,2024-01-09,Enterprise,Cannot enable IPv6 on existing VPC,Option to enable IPv6 is greyed out on an existing VPC.,resolved,IPv6 can only be enabled on VPCs created after June 2024. Guided customer to create a new VPC with IPv6 enabled.
T-0206,2024-02-10,Enterprise,Cannot log in after password reset,Customer reset password but login still fails with invalid credentials error.,open,
